# Loan dataset based on the Kaggle Home Equity dataset,,,,,,,,,,
# Available at: https://www.kaggle.com/ajay1735/hmeq-data,,,,,,,,,,
#,,,,,,,,,,
# Context,,,,,,,,,,
# =======,,,,,,,,,,
# The consumer credit department of a bank wants to automate the decisionmaking,,,,,,,,,,
# process for approval of home equity lines of credit. To do this,they will,,,,,,,,,
# follow the recommendations of the Equal Credit Opportunity Act to create an,,,,,,,,,,
# empirically derived and statistically sound credit scoring model. The model,,,,,,,,,,
# will be based on data collected from recent applicants granted credit through,,,,,,,,,,
# the current process of loan underwriting. The model will be built from,,,,,,,,,,
# predictive modeling tools,but the created model must be sufficiently,,,,,,,,,
# interpretable to provide a reason for any adverse actions (rejections).,,,,,,,,,,
#,,,,,,,,,,
# Content,,,,,,,,,,
# =======,,,,,,,,,,
# The Home Equity dataset (HMEQ) contains baseline and loan performance,,,,,,,,,,
# information for 5,960 recent home equity loans. The target (BAD) is a binary,,,,,,,,,
# variable indicating whether an applicant eventually defaulted or was,,,,,,,,,,
# seriously delinquent. This adverse outcome occurred in 1,189 cases (20%). For,,,,,,,,,
# each applicant,12 input variables were recorded.,,,,,,,,,
#,,,,,,,,,,
# Attributes,,,,,,,,,,
# ==========,,,,,,,,,,
# Name    Description,,,,,,,,,,
# TARGET  Label: 1 = client defaulted on loan - 0 = loan repaid,,,,,,,,,,
# LOAN    Amount of the loan request,,,,,,,,,,
# MORTDUE Amount due on existing mortgage,,,,,,,,,,
# VALUE   Value of current property,,,,,,,,,,
# YOJ     Years at present job,,,,,,,,,,
# DEROG   Number of major derogatory reports,,,,,,,,,,
# DELINQ  Number of delinquent credit lines,,,,,,,,,,
# CLAGE   Age of oldest trade line in months,,,,,,,,,,
# NINQ    Number of recent credit lines,,,,,,,,,,
# CLNO    Number of credit lines,,,,,,,,,,
# DEBTINC Debt-to-income ratio,,,,,,,,,,
#,,,,,,,,,,
TARGET,LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,22500,48405.0,86989.0,14.0,0.0,0.0,94.928.088.498,1.0,9.0,4.029.951.372
0,26500,145393.0,187324.0,3.0,0.0,0.0,19.422.774.484,1.0,16.0,40.854.864.993
0,11600,73079.0,101219.0,7.0,0.0,0.0,152.249.875,0.0,33.0,34.249.620.743
0,27900,50988.0,81533.0,1.0,0.0,0.0,16.761.445.006,2.0,18.0,40.620.884.753
0,16100,105719.0,116491.0,1.0,0.0,0.0,11.787.361.206,2.0,20.0,38.763.699.701
0,17300,99064.0,156306.0,4.0,0.0,0.0,90.449.522.446,0.0,16.0,35.750.060.441
0,26700,23361.0,55483.0,36.0,0.0,0.0,28.080.760.568,1.0,23.0,39.891.654.292
0,12800,54546.0,62906.0,3.0,0.0,0.0,17.551.987.453,1.0,16.0,28.648.185.714
0,28000,58002.0,86427.0,9.0,0.0,1.0,12.957.535.197,2.0,29.0,39.362.693.216
0,16800,39352.0,60943.0,25.0,0.0,0.0,2.377.636.233,0.0,13.0,25.439.888.235
0,51100,178810.0,252724.0,6.0,0.0,0.0,25.298.507.166,2.0,32.0,39.351.893.191
0,28800,151328.0,194243.0,2.0,0.0,0.0,17.497.705.282,0.0,17.0,42.112.540.128
0,15400,50402.0,65561.0,25.0,0.0,0.0,28.262.290.524,0.0,16.0,38.097.902.468
0,17800,13839.0,171378.0,23.0,0.0,0.0,8.670.262.480.299.990,2.0,21.0,31.359.609.533
0,7900,77221.0,95316.0,4.0,0.0,0.0,11.630.949.336,0.0,25.0,35.429.796.579
0,21600,70832.0,96503.0,13.0,0.0,0.0,13.639.714.173,0.0,14.0,37.580.530.415
0,27000,77910.0,117590.0,4.0,0.0,0.0,9.187.421.109.700.000,2.0,31.0,38.497.154.977
0,27000,54834.0,85391.0,9.0,0.0,1.0,13.257.854.459,2.0,30.0,39.305.739.116.999.900
0,28400,183314.0,232345.0,1.0,0.0,0.0,30.090.431.006,1.0,32.0,42.336.226.896
0,12000,7804.0,65395.0,8.0,2.0,0.0,34.712.332.582,0.0,21.0,16.816.307.486
0,26100,113266.0,182082.0,18.0,0.0,0.0,30.485.246.909,1.0,31.0,33.193.949.357
0,23600,36438.0,80176.0,10.0,0.0,0.0,28.970.153.888,0.0,19.0,39.929.954.554
0,23000,68275.0,89967.0,8.0,1.0,0.0,14.071.441.489,4.0,25.0,33.694.943.695.999.900
0,11100,61856.0,77275.0,4.0,0.0,1.0,24.371.377.409,1.0,16.0,36.564.119.563
0,15400,32855.0,69663.0,7.0,0.0,0.0,2.562.275.509,1.0,16.0,233.103.728
0,15000,81483.0,134347.0,14.0,0.0,0.0,30.591.507.573,0.0,18.0,29.653.563.484
0,69600,198702.0,293252.0,10.0,0.0,0.0,20.829.900.684,2.0,24.0,27.761.644.136.999.900
0,17100,46953.0,69086.0,6.0,0.0,0.0,16.562.778.833,2.0,11.0,29.249.143.601.999.900
0,26300,94916.0,127526.0,0.0,0.0,0.0,19.584.762.449,2.0,37.0,36.018.495.649
0,26800,139309.0,166621.0,5.0,0.0,0.0,21.721.148.262,0.0,20.0,3.518.585.706
0,17100,74922.0,91187.0,0.0,0.0,0.0,80.582.655.587,0.0,16.0,26.767.768.842
0,24300,21660.0,48475.0,26.0,0.0,0.0,10.278.283.553,0.0,10.0,23.247.958.281
0,7800,58364.0,66688.0,3.0,0.0,2.0,11.451.215.796,3.0,18.0,37.929.273.869
0,25600,241570.0,264772.0,4.0,1.0,0.0,26.074.198.887,2.0,50.0,37.379.974.648
0,12600,125688.0,198602.0,0.0,0.0,1.0,3.447.479.335,0.0,16.0,39.483.820.073.000.000
0,23000,108464.0,155821.0,16.0,0.0,0.0,17.022.315.657,0.0,26.0,35.059.327.001.999.900
0,28400,72870.0,95647.0,11.0,0.0,0.0,13.904.525.472,0.0,20.0,37.820.678.455
0,9300,63566.0,70551.0,14.0,0.0,0.0,13.833.735.213,0.0,19.0,4.248.370.297
0,11200,62752.0,73003.0,13.0,0.0,0.0,22.656.590.487,3.0,31.0,38.339.798.053
0,31600,11478.0,66275.0,1.0,0.0,0.0,9.719.863.392.399.990,1.0,5.0,35.945.205.753
0,6200,73881.0,98550.0,0.0,0.0,1.0,18.287.877.980.000.000,0.0,31.0,3.719.944.569
0,14800,48910.0,70039.0,8.0,0.0,1.0,94.971.595.989,3.0,48.0,30.920.501.686.999.900
0,20000,22036.0,51068.0,25.0,0.0,2.0,21.071.986.666,0.0,25.0,2.916.004.451
0,15000,5627.0,64962.0,0.0,0.0,0.0,34.150.208.471,0.0,6.0,39.996.710.402
0,21500,135899.0,186976.0,18.0,0.0,0.0,22.734.748.644,1.0,24.0,42.660.677.489
0,15700,40314.0,60640.0,25.0,0.0,0.0,25.552.746.026,0.0,13.0,22.540.680.116
0,31500,224572.0,282839.0,7.0,0.0,1.0,21.275.533.106,0.0,29.0,16.626.488.980.999.900
0,25500,113204.0,184561.0,17.0,1.0,0.0,30.895.819.842,1.0,31.0,34.357.865.999.999.900
0,28000,140770.0,209726.0,5.0,0.0,0.0,19.032.952.199,0.0,27.0,38.886.605.965
0,8400,17479.0,66894.0,23.0,0.0,0.0,32.634.280.468,1.0,13.0,40.588.576.066
0,10100,73174.0,91101.0,14.0,0.0,0.0,77.117.090.664,0.0,8.0,25.042.596.687
0,5100,62702.0,79784.0,2.0,0.0,0.0,10.807.259.081,0.0,15.0,4.329.013.981.600.000
0,13900,80960.0,100730.0,0.0,0.0,0.0,15.308.755.553,0.0,22.0,40.195.306.935
0,13600,67354.0,81255.0,10.0,0.0,0.0,25.537.875.694,4.0,36.0,41.625.398.584
0,20800,150507.0,126763.0,4.0,0.0,0.0,10.242.238.785,2.0,33.0,31.990.310.995.999.900
0,4200,56544.0,59218.0,19.0,0.0,0.0,21.100.259.912,1.0,20.0,19.027.704.425
0,20700,71408.0,103991.0,4.0,0.0,0.0,20.835.175.048,1.0,12.0,31.327.394.441
0,9200,57375.0,69040.0,0.0,0.0,1.0,11.641.879.645,2.0,18.0,36.625.629.459
0,15900,112973.0,129878.0,17.0,0.0,0.0,17.913.400.863,0.0,17.0,39.192.025.867
0,12500,81865.0,101048.0,1.0,0.0,0.0,14.740.222.744,0.0,23.0,38.855.162.721
0,22000,88898.0,121357.0,12.0,0.0,0.0,1.158.322.132,2.0,24.0,31.108.960.859
0,10300,56127.0,72294.0,28.0,1.0,3.0,18.434.575.081,0.0,24.0,34.634.235.614
0,16000,82097.0,100225.0,0.0,0.0,0.0,1.293.745.132,0.0,22.0,39.827.217.203.000.000
0,28500,97262.0,131830.0,10.0,0.0,0.0,1.688.035.325,0.0,29.0,42.324.924.696
0,35000,240994.0,39401.0,3.0,0.0,1.0,21.050.181.736,3.0,50.0,42.967.511.635
0,20200,88020.0,139200.0,10.0,0.0,0.0,9.904.640.244,3.0,15.0,39.916.957.294
0,9200,19756.0,26140.0,0.0,1.0,0.0,4.867.114.508,9.0,7.0,27.075.256.643.000.000
0,18600,72860.0,90347.0,0.0,1.0,1.0,10.404.046.687,2.0,26.0,36.025.925.278
0,20000,38955.0,80680.0,8.0,0.0,0.0,2.953.007.793,0.0,18.0,40.390.956.012
0,18100,46145.0,72200.0,11.0,0.0,0.0,17.819.207.766,0.0,42.0,40.574.022.482
0,11500,70409.0,89099.0,9.0,0.0,0.0,16.940.165.199,0.0,11.0,40.174.430.056
0,17400,45861.0,61256.0,7.0,0.0,0.0,13.201.922.665,3.0,48.0,30.186.567.466
0,10700,126751.0,184554.0,8.0,0.0,0.0,22.587.035.215,0.0,19.0,3.413.705.457
0,17500,51102.0,69532.0,5.0,0.0,0.0,10.831.608.023,2.0,49.0,31.495.945.715
0,13400,98701.0,129679.0,10.0,0.0,0.0,179.127.926,2.0,32.0,29.549.283.511
0,12100,55147.0,72553.0,0.0,0.0,0.0,22.940.617.542,0.0,10.0,35.867.729.634
0,11200,66868.0,107794.0,10.0,0.0,0.0,15.292.982.848,1.0,12.0,39.640.828.981
0,12500,56791.0,72974.0,29.0,0.0,3.0,1.820.664.052,0.0,24.0,35.691.622.815
0,25800,140785.0,208421.0,3.0,0.0,0.0,17.627.148.929,0.0,28.0,39.745.002.842
0,12500,93538.0,118369.0,0.0,0.0,1.0,13.282.371.179,0.0,33.0,34.833.864.806
0,33900,231455.0,290039.0,4.0,0.0,0.0,22.287.464.794,0.0,30.0,16.689.490.797
0,23800,74390.0,186176.0,10.0,0.0,0.0,36.314.019.166,1.0,16.0,3.027.099.531
0,8300,14601.0,66143.0,24.0,0.0,0.0,32.023.488.221,1.0,12.0,40.015.070.568
0,26300,118304.0,177819.0,17.0,0.0,0.0,29.921.725.229,1.0,30.0,34.368.269.329
0,23900,70694.0,95718.0,11.0,0.0,0.0,13.816.735.959,0.0,13.0,38.561.206.281
0,10400,11426.0,69294.0,20.0,0.0,1.0,39.692.626.454,1.0,11.0,20.291.988.939
0,12500,83924.0,100114.0,0.0,0.0,0.0,71.304.197.606,1.0,20.0,34.712.768.805
0,19600,85984.0,112721.0,18.0,0.0,0.0,23.913.779.406,4.0,31.0,36.031.180.289
0,6800,57439.0,74816.0,2.0,0.0,2.0,12.630.323.511,0.0,22.0,27.118.653.527
0,10600,61513.0,73143.0,2.0,0.0,0.0,16.456.765.548,2.0,34.0,43.204.953.133.000.000
0,27000,23160.0,58074.0,36.0,0.0,0.0,27.584.323.074,1.0,24.0,40.133.220.412
0,28100,112564.0,162129.0,7.0,0.0,0.0,11.556.446.202,2.0,26.0,33.091.681.472
0,32300,235343.0,45270.0,3.0,0.0,1.0,21.092.240.343,3.0,49.0,41.264.805.515
0,18500,14517.0,95150.0,11.0,0.0,0.0,27.203.410.245,0.0,22.0,27.478.583.036.999.900
0,7000,64255.0,68389.0,4.0,0.0,0.0,80.152.430.908,2.0,19.0,40.561.860.543
0,13300,81944.0,108768.0,5.0,0.0,0.0,8.110.679.915,1.0,13.0,3.386.964.175
0,21100,55863.0,81406.0,10.0,1.0,0.0,74.576.426.981,2.0,27.0,36.760.275.709
0,20400,76305.0,103430.0,8.0,0.0,0.0,68.441.583.027,0.0,16.0,31.515.593.406.999.900
0,8300,61213.0,65798.0,6.0,0.0,0.0,86.296.515.758,2.0,20.0,41.426.872.232
0,15900,90017.0,114267.0,8.0,0.0,0.0,20.521.832.935,2.0,36.0,41.230.512.181
0,17600,29201.0,41396.0,19.0,0.0,0.0,8.920.252.735,1.0,16.0,2.393.494.584
0,13200,69697.0,91722.0,24.0,1.0,0.0,18.352.372.929,1.0,14.0,39.752.171.789
0,12800,77318.0,97616.0,6.0,0.0,0.0,12.553.480.182,2.0,27.0,39.462.663.394
0,15200,20005.0,39605.0,8.0,0.0,0.0,96.734.902.994,0.0,10.0,2.174.161.074
0,15700,87754.0,103045.0,21.0,0.0,0.0,14.745.017.701,4.0,23.0,29.181.742.636
0,30800,129062.0,176389.0,13.0,0.0,0.0,18.431.937.605,2.0,28.0,40.894.302.088
0,8100,53863.0,74705.0,0.0,0.0,0.0,6.629.457.039.100.000,8.0,21.0,26.046.469.421.999.900
0,12800,48437.0,65311.0,0.0,1.0,0.0,26.055.523.624,0.0,21.0,29.516.289.851
0,8500,78346.0,82226.0,22.0,0.0,0.0,32.034.954.262,1.0,47.0,30.199.399.523
0,13500,68262.0,93841.0,26.0,0.0,0.0,15.961.701.999,1.0,14.0,40.752.980.373
0,27300,72314.0,118839.0,5.0,0.0,0.0,9.969.383.245.899.990,1.0,31.0,42.343.420.263
0,24700,109377.0,133116.0,10.0,1.0,0.0,18.435.578.292,5.0,17.0,40.202.630.102
0,5700,49514.0,58249.0,21.0,0.0,0.0,21.253.911.509,0.0,21.0,21.258.026.878
0,34800,139519.0,195663.0,22.0,0.0,0.0,18.266.477.215,0.0,22.0,36.955.917.364
0,8700,93759.0,119459.0,24.0,0.0,0.0,13.809.123.004,1.0,12.0,38.729.710.894
0,65800,71611.0,146689.0,8.0,0.0,1.0,13.284.662.311,0.0,11.0,417.807.059
0,16800,46312.0,67166.0,27.0,0.0,0.0,24.150.838.389,0.0,14.0,26.220.717.431.999.900
0,26200,72648.0,123582.0,0.0,1.0,0.0,33.135.288.565,0.0,23.0,37.545.837.379
0,25100,147622.0,187441.0,3.0,0.0,0.0,17.048.072.082,0.0,16.0,4.152.143.161
0,23700,46910.0,75136.0,10.0,0.0,0.0,11.923.120.438,1.0,19.0,43.829.588.003.999.900
0,23400,97865.0,120172.0,2.0,0.0,0.0,20.057.575.228,1.0,26.0,36.398.728.722
0,24300,41323.0,73309.0,27.0,0.0,1.0,29.818.590.413,2.0,32.0,36.155.277.516.999.900
0,25700,189995.0,250814.0,9.0,0.0,0.0,10.080.094.267,1.0,25.0,4.100.583.277
0,14500,100685.0,129840.0,9.0,0.0,0.0,16.684.639.629,2.0,32.0,27.527.227.051
0,12000,57371.0,69076.0,10.0,1.0,0.0,83.251.972.039,1.0,19.0,29.632.108.256
0,8600,14762.0,66271.0,25.0,0.0,0.0,31.814.927.755,1.0,13.0,42.276.634.205
0,15400,48275.0,69427.0,17.0,0.0,0.0,20.254.621.956,0.0,15.0,23.160.040.591.999.900
0,20600,69949.0,101807.0,3.0,0.0,0.0,21.839.093.903,0.0,13.0,30.271.239.301.999.900
0,9800,63891.0,72980.0,7.0,0.0,0.0,3.241.493.353,2.0,24.0,3.937.186.986
0,14300,45615.0,80818.0,4.0,0.0,0.0,11.513.688.503,0.0,9.0,28.738.343.193.000.000
0,27500,54511.0,84470.0,9.0,0.0,1.0,14.024.779.602,3.0,29.0,40.278.298.303
0,16400,74904.0,92308.0,6.0,0.0,0.0,20.249.044.482,3.0,19.0,42.420.345.308
0,11000,131949.0,165096.0,5.0,0.0,0.0,44.042.125.368,0.0,42.0,26.904.766.453
0,14900,72637.0,103297.0,4.0,2.0,0.0,8.346.608.634.100.000,0.0,20.0,22.553.039.619
0,24300,123686.0,153184.0,4.0,0.0,0.0,29.828.291.333,0.0,25.0,36.336.564.389
0,12300,68024.0,78800.0,7.0,0.0,0.0,12.550.405.141,0.0,35.0,29.293.344.354.000.000
0,18500,57174.0,91772.0,4.0,0.0,0.0,12.966.321.658,0.0,13.0,28.904.478.844
0,13700,96597.0,120380.0,13.0,0.0,0.0,18.140.485.044,1.0,17.0,34.315.437.212
0,25400,158111.0,209649.0,10.0,0.0,0.0,25.433.618.951,1.0,34.0,43.136.770.157
0,27700,77886.0,114494.0,9.0,0.0,0.0,11.847.135.379,0.0,18.0,28.344.078.391
0,27100,118200.0,159739.0,6.0,0.0,1.0,11.715.216.054,3.0,27.0,34.206.008.445
0,15400,104451.0,119195.0,5.0,0.0,0.0,26.476.165.219,0.0,34.0,29.963.272.776
0,18000,107546.0,176314.0,6.0,0.0,0.0,21.801.938.613,3.0,23.0,4.015.214.366
0,12200,27118.0,87982.0,19.0,0.0,0.0,23.223.699.614,0.0,11.0,25.235.438.798
0,18500,10934.0,66367.0,1.0,0.0,0.0,32.656.732.823,0.0,5.0,38.151.671.011
0,11400,125486.0,195284.0,0.0,0.0,0.0,35.429.028.718,0.0,15.0,38.143.068.786
0,17600,67285.0,90816.0,1.0,1.0,2.0,10.459.286.688,2.0,25.0,35.592.253.541
0,6900,51384.0,84689.0,4.0,0.0,0.0,22.424.703.689.999.900,3.0,29.0,30.526.150.723
0,28500,29338.0,62220.0,2.0,0.0,0.0,11.320.592.381,1.0,6.0,36.877.098.508
0,12600,58247.0,72189.0,30.0,0.0,3.0,19.824.317.597,0.0,23.0,35.794.259.841.999.900
0,22600,59050.0,99152.0,0.0,0.0,0.0,19.508.386.181,0.0,26.0,33.404.212.205
0,13900,96326.0,144668.0,15.0,0.0,0.0,14.203.790.337,5.0,21.0,34.122.753.508
0,31300,106960.0,144201.0,15.0,0.0,0.0,23.041.303.519,0.0,40.0,42.666.659.574
0,12000,79844.0,98139.0,8.0,0.0,0.0,15.695.475.827,0.0,34.0,31.700.124.321.999.900
0,23900,90244.0,120751.0,3.0,0.0,0.0,19.498.725.245,1.0,26.0,35.406.059.645.999.900
0,25900,58693.0,86469.0,1.0,0.0,1.0,9.412.956.341,0.0,23.0,32.127.562.739
0,17400,58941.0,88470.0,4.0,0.0,0.0,12.325.705.457,0.0,12.0,25.557.593.336.999.900
0,6200,45356.0,82054.0,2.0,0.0,0.0,20.133.448.747,4.0,29.0,29.661.710.162
0,33100,238018.0,44379.0,3.0,0.0,2.0,19.536.525.989,3.0,49.0,40.415.598.855
0,14900,69723.0,83553.0,5.0,0.0,0.0,11.485.553.461,1.0,19.0,22.957.291.799
0,16000,66395.0,85782.0,1.0,2.0,1.0,99.519.217.551,1.0,25.0,3.320.696.963
0,12000,15756.0,53079.0,23.0,0.0,0.0,25.955.504.435,0.0,20.0,29.397.478.217
0,21400,128095.0,167824.0,6.0,0.0,0.0,18.041.735.424,0.0,38.0,17.495.700.487
0,33600,79877.0,118554.0,9.0,0.0,0.0,78.327.767.713,1.0,35.0,25.012.020.369.000.000
0,24500,67336.0,96060.0,8.0,0.0,1.0,14.234.424.975,3.0,25.0,35.979.856.239
